Timestamp PC,Voltage (V),Current (A),Label
2025-07-07 22:04:56.093,0.00,0.00000000,0
2025-07-07 22:04:56.355,0.00,0.00000000,0
2025-07-07 22:04:56.669,0.00,0.00000000,0
2025-07-07 22:04:56.985,0.00,0.00000000,0
2025-07-07 22:04:57.216,0.00,0.00000000,0
2025-07-07 22:04:57.485,0.00,0.00000000,0
2025-07-07 22:04:57.690,0.00,0.00000000,0
2025-07-07 22:04:57.931,0.00,0.00000000,0
2025-07-07 22:04:58.167,0.00,0.00000000,0
2025-07-07 22:04:58.444,0.00,0.00000000,0
2025-07-07 22:04:58.671,0.00,0.00000000,0
2025-07-07 22:04:58.990,0.00,0.00000000,0
2025-07-07 22:04:59.255,0.00,0.00000000,0
2025-07-07 22:04:59.477,0.00,0.00000000,0
2025-07-07 22:04:59.733,0.00,0.00000000,0
2025-07-07 22:05:00.011,0.00,0.00000000,0
2025-07-07 22:05:00.295,0.00,0.00000000,0
2025-07-07 22:05:00.606,0.00,0.00000000,0
2025-07-07 22:05:00.931,0.00,0.00000000,0
2025-07-07 22:05:01.205,0.00,0.00000000,0
2025-07-07 22:05:01.466,0.00,0.00000000,0
2025-07-07 22:05:01.799,0.00,0.00000000,0
2025-07-07 22:05:02.075,0.00,0.00000000,0
2025-07-07 22:05:02.403,0.00,0.00000000,0
2025-07-07 22:05:02.638,0.00,0.00000000,0
2025-07-07 22:05:02.851,0.00,0.00000000,0
2025-07-07 22:05:03.108,0.00,0.00000000,0
2025-07-07 22:05:03.418,0.00,0.00000000,0
2025-07-07 22:05:03.626,0.00,0.00000000,0
2025-07-07 22:05:03.954,0.00,0.00000000,0
2025-07-07 22:05:04.276,0.00,0.00000000,0
2025-07-07 22:05:04.488,0.00,0.00000000,0
2025-07-07 22:05:04.813,0.00,0.00000000,0
2025-07-07 22:05:05.069,0.00,0.00000000,0
2025-07-07 22:05:05.288,0.00,0.00000000,0
2025-07-07 22:05:05.499,0.00,0.00000000,0
2025-07-07 22:05:05.743,0.00,0.00000000,0
2025-07-07 22:05:05.977,0.00,0.00000000,0
2025-07-07 22:05:06.194,0.00,0.00000000,0
2025-07-07 22:05:06.402,0.00,0.00000000,0
2025-07-07 22:05:06.709,0.00,0.00000000,0
2025-07-07 22:05:06.971,0.00,0.00000000,0
2025-07-07 22:05:07.171,0.00,0.00000000,0
2025-07-07 22:05:07.373,0.00,0.00000000,0
2025-07-07 22:05:07.592,0.00,0.00000000,0
2025-07-07 22:05:07.888,0.00,0.00000000,0
2025-07-07 22:05:08.149,0.00,0.00000000,0
2025-07-07 22:05:08.378,0.00,0.00000000,0
2025-07-07 22:05:08.624,0.00,0.00000000,0
2025-07-07 22:05:08.956,0.00,0.00000000,0
2025-07-07 22:05:09.245,0.00,0.00000000,0
2025-07-07 22:05:09.532,0.00,0.00000000,0
2025-07-07 22:05:09.857,0.00,0.00000000,0
2025-07-07 22:05:10.098,0.00,0.00000000,0
2025-07-07 22:05:10.340,0.00,0.00000000,0
2025-07-07 22:05:10.551,0.00,0.00000000,0
2025-07-07 22:05:10.769,0.00,0.00000000,0
2025-07-07 22:05:10.975,0.00,0.00000000,0
2025-07-07 22:05:11.227,0.00,0.00000000,0
2025-07-07 22:05:11.528,0.00,0.00000000,0
2025-07-07 22:05:11.775,0.00,0.00000000,0
2025-07-07 22:05:12.080,0.00,0.00000000,0
2025-07-07 22:05:12.364,0.00,0.00000000,0
2025-07-07 22:05:12.619,0.00,0.00000000,0
2025-07-07 22:05:12.824,0.00,0.00000000,0
2025-07-07 22:05:13.148,0.00,0.00000000,0
2025-07-07 22:05:13.458,0.00,0.00000000,0
2025-07-07 22:05:13.662,0.00,0.00000000,0
2025-07-07 22:05:13.923,0.00,0.00000000,0
2025-07-07 22:05:14.235,0.00,0.00000000,0
2025-07-07 22:05:14.494,0.00,0.00000000,0
2025-07-07 22:05:14.701,0.00,0.00000000,0
2025-07-07 22:05:14.935,0.00,0.00000000,0
2025-07-07 22:05:15.160,0.00,0.00000000,0
2025-07-07 22:05:15.467,0.00,0.00000000,0
2025-07-07 22:05:15.705,0.00,0.00000000,0
2025-07-07 22:05:16.024,0.00,0.00000000,0
2025-07-07 22:05:16.253,0.00,0.00000000,0
2025-07-07 22:05:16.565,0.00,0.00000000,0
2025-07-07 22:05:16.773,0.00,0.00000000,0
2025-07-07 22:05:17.056,0.00,0.00000000,0
2025-07-07 22:05:17.308,0.00,0.00000000,0
2025-07-07 22:05:17.576,0.00,0.00000000,0
2025-07-07 22:05:17.823,0.00,0.00000000,0
2025-07-07 22:05:18.151,0.00,0.00000000,0
2025-07-07 22:05:18.474,0.00,0.00000000,0
2025-07-07 22:05:18.705,0.00,0.00000000,0
2025-07-07 22:05:18.928,0.00,0.00000000,0
2025-07-07 22:05:19.142,0.00,0.00000000,0
2025-07-07 22:05:19.364,0.00,0.00000000,0
2025-07-07 22:05:19.669,0.00,0.00000000,0
2025-07-07 22:05:19.917,0.00,0.00000000,0
2025-07-07 22:05:20.250,0.00,0.00000000,0
2025-07-07 22:05:20.498,0.00,0.00000000,0
2025-07-07 22:05:20.803,0.00,0.00000000,0
2025-07-07 22:05:21.088,0.00,0.00000000,0
2025-07-07 22:05:21.383,0.00,0.00000000,0
2025-07-07 22:05:21.647,0.00,0.00000000,0
2025-07-07 22:05:21.874,0.00,0.00000000,0
2025-07-07 22:05:22.094,0.00,0.00000000,0
2025-07-07 22:05:22.320,0.00,0.00000000,0
2025-07-07 22:05:22.548,0.00,0.00000000,0
2025-07-07 22:05:22.853,0.00,0.00000000,0
2025-07-07 22:05:23.133,0.00,0.00000000,0
2025-07-07 22:05:23.447,0.00,0.00000000,0
2025-07-07 22:05:23.656,0.00,0.00000000,0
2025-07-07 22:05:23.989,0.00,0.00000000,0
2025-07-07 22:05:24.210,0.00,0.00000000,0
2025-07-07 22:05:24.513,0.00,0.00000000,0
2025-07-07 22:05:24.728,0.00,0.00000000,0
2025-07-07 22:05:25.029,0.00,0.00000000,0
2025-07-07 22:05:25.345,0.00,0.00000000,0
2025-07-07 22:05:25.613,0.00,0.00000000,0
2025-07-07 22:05:25.927,0.00,0.00000000,0
2025-07-07 22:05:26.158,0.00,0.00000000,0
2025-07-07 22:05:26.397,0.00,0.00000000,0
2025-07-07 22:05:26.668,0.00,0.00000000,0
2025-07-07 22:05:26.967,0.00,0.00000000,0
2025-07-07 22:05:27.295,0.00,0.00000000,0
2025-07-07 22:05:27.525,0.00,0.00000000,0
2025-07-07 22:05:27.841,0.00,0.00000000,0
2025-07-07 22:05:28.163,0.00,0.00000000,0
2025-07-07 22:05:28.429,0.00,0.00000000,0
2025-07-07 22:05:28.631,0.00,0.00000000,0
2025-07-07 22:05:28.912,0.00,0.00000000,0
2025-07-07 22:05:29.188,0.00,0.00000000,0
2025-07-07 22:05:29.429,0.00,0.00000000,0
2025-07-07 22:05:29.759,0.00,0.00000000,0
2025-07-07 22:05:30.056,0.00,0.00000000,0
2025-07-07 22:05:30.342,0.00,0.00000000,0
2025-07-07 22:05:30.667,0.00,0.00000000,0
